Número de Procedimiento,Testigo Social,Entidad Federativa,Descripción,Tipo de Procedimiento,Tipo de Contratación,Fecha Publicación,Estado,Adjudicado A,Monto Adjudicado
CFE-0604-CSSAN-0052-2023,NO,Baja California,"SERVICIO DE LIMPIEZA DE ÁREAS DONDE SE MANEJAN, ALMACENAN Y TRANSPORTAN MATERIALES Y RESIDUOS PELIGROSOS DE LA C.T. PRESIDENTE JUÁREZ DE LA C.T. PRESIDENTE JUAREZ",Concurso simplificado,Servicio por Abastecimiento,19-12-2023,Adjudicado,"SANI ROTER SA DE CV,","$1,759,000.00"
CFE-0604-CSABN-0003-2023,NO,Baja California,"SERVICIO RENTA, INSTALACIÓN Y RETIRO DE ANDAMIOS PARA DIVERSAS ÁREAS DE LA C.T. Y C.C PRESIDENTE JUÁREZ",Concurso simplificado,Arrendamiento de Bienes,19-12-2023,Adjudicado,"OLGA LORENA PADILLA GALVAN,","$1,749,000.00"
CFE-0604-CSAAN-0049-2023,NO,Baja California,SERVICIO DE ANÁLISIS FISICOQUÍMICOS DE LAS DESCARGAS DE AGUA RESIDUAL Y ENTRADA DE AGUA DE MAR DE LA C.T. PRESIDENTE JUÁREZ,Concurso simplificado,Adquisición por Abastecimientos,19-12-2023,Adjudicado,"ASESORIA Y SERVICIOS ANALITICOS SA DE CV,","$616,000.00"
CFE-0604-CSSAN-0051-2023,NO,Baja California,SERVICIO DE CONSERVACIÓN Y MANTENIMIENTO A EQUIPOS DE AIRE ACONDICIONADO DE LA C.T. PRESIDENTE JUÁREZ,Concurso simplificado,Servicio por Abastecimiento,19-12-2023,Adjudicado,"DISTRIBUCION DE TECNOLOGIAS LUNACAR S DE RL DE CV,","$968,310.00"
CFE-0604-CSAAN-0048-2023,NO,Baja California,ADQUISICIÓN DE CALZADO DE PROTECCIÓN DIELÉCTRICA 2024 PARA EL PERSONAL DE LA CENTRAL PRESIDENTE JUÁREZ,Concurso simplificado,Adquisición por Abastecimientos,19-12-2023,Desierto,,$0.00
CFE-0604-CSCON-0010-2023,NO,Baja California,MANTENIMIENTO A CASAS DE FUNCIONARIOS DE LA C.T. PRESIDENTE JUÁREZ,Concurso simplificado,Contratación de Obras,18-12-2023,Adjudicado,"Q-BICA CONSTRUCCIONES S DE RL DE CV,","$1,841,928.69"
CFE-0604-CSAAA-0031-2023,NO,Baja California,ADQUISICIÓN DE TRANSFORMADOR DE EXCITACIÓN PARA LA C.C.C. PRESIDENTE JUÁREZ,Concurso simplificado,Adquisición por Abastecimientos,22-11-2023,Desierto,,$0.00
CFE-0604-CSSAN-0050-2023,NO,Baja California,SERVICIO DE MANTENIMIENTO DE MÓDULO HIDRÁULICO DE SECUENCIADOR VARIADOR DE RATCHEO PARA LA CENTRAL TURBOGAS TIJUANA,Concurso simplificado,Servicio por Abastecimiento,31-10-2023,Adjudicado,"SERVICIOS INTEGRALES E INGENIERIA RODAL SA DE CV,","$650,000.00"
CFE-0604-CSSAN-0048-2023,NO,Baja California,SERVICIO DE MANTENIMIENTO CORRECTIVO DE INTERCAMBIADORES DE CALOR AIRE-AGUA (OTC) UNIDAD #9 DE LA C.C.C. PRESIDENTE JUÁREZ,Concurso simplificado,Servicio por Abastecimiento,31-10-2023,Adjudicado,"CR SERVICIOS INDUSTRIALES SA DE CV,","$1,230,465.00"
CFE-0604-CSAAA-0030-2023,NO,Baja California,ADQUISICIÓN DE COMPRESOR DE AIRE DE SERVICIOS PARA UNIDADES 8 Y 9 DE LA C.C.C. PRESIDENTE JUÁREZ,Concurso simplificado,Adquisición por Abastecimientos,31-10-2023,Adjudicado,"COMPRESORES INDUSTRIALES DEL NOROESTE S DE RL DE CV,","$548,610.00"
CFE-0604-CSSAN-0049-2023,NO,Baja California,SERVICIO DE REPARACIÓN EN SITIO DE CARCASA DE CÁMARA DE COMBUSTIÓN Y TURBINA DE GAS DE 31.23 MW DE UNIDAD 1 DE LA CENTRAL TURBOGAS TIJUANA,Concurso simplificado,Servicio por Abastecimiento,31-10-2023,Adjudicado,"HECTOR ALBERTO RAMIREZ CORRAL,","$662,880.00"
CFE-0604-CSABN-0002-2023,NO,Baja California,SERVICIO DE ARRENDAMIENTO DE MAQUINARIA PESADA PARA EL TRASLADO DE AZOLVE DE ARENA EN EL CANAL DE LLAMADA DE LA C.C.C. PRESIDENTE JUÁREZ,Concurso simplificado,Arrendamiento de Bienes,31-10-2023,Adjudicado,"ICI-ARK SA DE CV,","$1,570,122.00"
CFE-0604-CSAAN-0045-2023,NO,Baja California,ADQUISICIÓN DE MATERIALES PARA EL MANTENIMIENTO UNIDAD 9 DEL DEPARTAMENTO CIVIL,Concurso simplificado,Adquisición por Abastecimientos,31-10-2023,Adjudicado,"LA FERRETERIA DE ROSARITO S DE RL DE CV,","$277,679.60"
CFE-0604-CSAAN-0044-2023,NO,Baja California,"ROPA DE TRABAJO Y CALZADO EN ESPECIE PARA PERSONAL DE OFICINAS DE LA C.T. PRESIDENTE JUÁREZ, A TRAVÉS DE MONEDEROS (TARJETAS) ELECTRÓNICOS-SEXTO EVENTO",Concurso simplificado,Adquisición por Abastecimientos,31-10-2023,Adjudicado,"DISTRIBUIDORA LIVERPOOL SA DE CV,","$1,068,905.17"
CFE-0604-CSSAN-0047-2023,NO,Baja California,SERVICIO DE MANTENIMIENTO VÁLVULAS DE CONTROL NEUM DE OTC DE 1.5 PULGADAS Y DE 2 PULGADAS DE LAS UNIDADES DE C.C.C. PRESIDENTE JUÁREZ,Concurso simplificado,Servicio por Abastecimiento,27-10-2023,Adjudicado,"WILCOX MACHINE CO. MEXICO SA DE CV,","$1,793,422.00"
CFE-0604-CSABN-0001-2023,NO,Baja California,SERVICIO DE RENTA DE GRÚA DE 50 TONELADAS Y CAMA BAJA PARA MANTENIMEINTO DE TURBINA DE GAS DE UNIDAD 2 DE LA C.T.G. TIJUANA- TERCER EVENTO,Concurso simplificado,Arrendamiento de Bienes,26-10-2023,Adjudicado,"OLGA LORENA PADILLA GALVAN,","$772,500.00"
CFE-0604-CSSAN-0046-2023,NO,Baja California,SERVICIO DE RENTA DE GRÚA DE 50 TONELADAS Y CAMA BAJA PARA MANTENIMEINTO DE TURBINA DE GAS DE UNIDAD 2 DE LA C.T.G. TIJUANA- SEGUNDO EVENTO,Concurso simplificado,Servicio por Abastecimiento,24-10-2023,Cancelado,,$0.00
CFE-0604-CSAAN-0043-2023,NO,Baja California,ADQUISICIÓN DE REFACCIONAMIENTO Y CONSUMIBLES PYC DE LA C.T. PRESIDENTE JUÁREZ-TERCER EVENTO,Concurso simplificado,Adquisición por Abastecimientos,20-10-2023,Adjudicado,"ALS INDTECH SA DE CV,","$47,219.00"
CFE-0604-CSAAA-0029-2023,NO,Baja California,ADQUISICIÓN DE EQUIPO DE PROTECCIÓN PERSONAL DE LA C.T. PRESIDENTE JUÁREZ 2023,Concurso simplificado,Adquisición por Abastecimientos,20-10-2023,Adjudicado,"ABINDUS SEGURIDAD INDUSTRIAL SA DE CV,INFRA SA DE CV,JESUS ALBERTO PALAFOX SALCIDO,NOVE ESTRATEGICA SA DE CV,RAYHSA VALLEJO SA DE CV,SERGO EQUIPOS Y HERRAMIENTAS SA DE CV,SERVINSUMOS INDUSTRIALES SA DE CV,ZURIVE INDUSTRIAL DE MEXICO SA DE CV,","$637,903.00"
CFE-0604-CSCON-0008-2023,NO,Baja California,REHABILITACIÓN DE CERCO PERIMETRAL DE LA C.T. PRESIDENTE JUÁREZ,Concurso simplificado,Contratación de Obras,19-10-2023,Adjudicado,"JOSé ALBERTO MACIAS ESTRADA,","$1,728,513.10"
CFE-0604-CSSAN-0045-2023,NO,Baja California,SERVICIO DE MANTENIMIENTO PREVENTIVO MOTORES ELECTRICOS DE 4.16 KV. DE LA C.C.C. PRESIDENTE JUÁREZ,Concurso simplificado,Servicio por Abastecimiento,19-10-2023,Adjudicado,"RECONSTRUCTORA ALPHA SA DE CV,","$1,830,274.00"
CFE-0604-CSSAN-0044-2023,NO,Baja California,SERVICIO DE DESAZOLVE DE CABEZALES DISTRIBUIDORES Y PULIDO A CÁMARA DE SALMUERA Y PRODUCTO DE EVAPORADORES C.T. PRESIDENTE JUÁREZ,Concurso simplificado,Servicio por Abastecimiento,19-10-2023,Adjudicado,"CONTELSAC S DE RL DE CV,","$499,999.98"
CFE-0604-CSAAN-0042-2023,NO,Baja California,"ROPA DE TRABAJO Y CALZADO EN ESPECIE PARA PERSONAL DE OFICINAS DE LA C.T. PRESIDENTE JUÁREZ, A TRAVÉS DE MONEDEROS (TARJETAS) ELECTRÓNICOS-QUINTO EVENTO",Concurso simplificado,Adquisición por Abastecimientos,17-10-2023,Desierto,,$0.00
CFE-0604-CSSAN-0043-2023,NO,Baja California,SERVICIO DE RECARGA Y MANTENIMIENTOS A EXTINTORES DE LA C.T. PRESIDENTE JUÁREZ 2023,Concurso simplificado,Servicio por Abastecimiento,16-10-2023,Adjudicado,"MARCILLA E HIJOS SA DE CV,","$474,192.00"
CFE-0604-CSCON-0007-2023,NO,Baja California,MANTENIMIENTO A CASAS DE FUNCIONARIOS DE LA C.T. PRESIDENTE JUÁREZ,Concurso simplificado,Contratación de Obras,12-10-2023,Desierto,,$0.00
CFE-0604-CSAAN-0041-2023,NO,Baja California,HERRAMIENTA PARA EL DEPARTAMENTO CIVIL DE LA CENTRAL TERMOELÉCTRICA PRESIDENTE JUÁREZ-TERCER EVENTO,Concurso simplificado,Adquisición por Abastecimientos,11-10-2023,Adjudicado,"INTEGRADORA DE SERVICIOS Y ADQUISICIONES DE MEXICO SA DE CV,","$153,900.00"
CFE-0604-CSAAN-0040-2023,NO,Baja California,"ADQUISICIÓN DE ROPA DE TRABAJO Y CALZADO EN ESPECIE PARA PERSONAL DE OFICINAS DE LA C.T. PRESIDENTE JUÁREZ, A TRAVÉS DE MONEDEROS (TARJETAS) ELECTRÓNICOS CUARTO EVENTO.",Concurso simplificado,Adquisición por Abastecimientos,09-10-2023,Desierto,,$0.00
CFE-0604-CSSAN-0042-2023,NO,Baja California,"SERVICIO DE CORRECCIÓN DE FUGAS DE VAPOR EN VIVO DE LAS UNIDADES 8, 9, 10 Y 11 DE CICLO COMBINADO PRESIDENTE JUÁREZ-SEGUNDO EVENTO",Concurso simplificado,Servicio por Abastecimiento,19-09-2023,Adjudicado,"SERVICIOS INDUSTRIALES MULTIPLES Y DE CONTRA INCENDIO SA DE CV,","$253,453.50"
CFE-0604-CSAAN-0038-2023,NO,Baja California,ADQUISICIÓN DE SUMINISTRO E INSTALACIÓN DEL HAZ TUBULAR DE INTERCAMBIADOR DE CALOR DEL SISTEMA ACEITE DE LUBRICACIÓN DE UNIDAD 2 GE MODELO MS6001 DE LA C.T.G. TIJUANA,Concurso simplificado,Adquisición por Abastecimientos,07-09-2023,Adjudicado,"RENDON HERNANDEZ SERVICIOS INDUSTRIALES SA DE CV,","$1,286,000.00"
CFE-0604-CSAAN-0039-2023,NO,Baja California,ADQUISICIÓN DE REFACCIONAMIENTO Y CONSUMIBLES PYC DE LA C.T. PRESIDENTE JUÁREZ-SEGUNDO EVENTO,Concurso simplificado,Adquisición por Abastecimientos,07-09-2023,Adjudicado,"XHITAO SAS DE CV,","$51,900.00"
CFE-0604-CSSAN-0041-2023,NO,Baja California,"SERVICIO DE MANTENIMIENTO Y CALIBRACIÓN EN LÍNEA CON DISPOSITIVO HIDRÁULICO DE VÁLVULAS DE SEGURIDAD DE RECUPERADORES DE CALOR DE UNIDADES 8, 9 DE LA C.C.C. PRESIDENTE JUÁREZ",Concurso simplificado,Servicio por Abastecimiento,05-09-2023,Adjudicado,"RM LAVORATI SA DE CV,","$1,354,000.00"
CFE-0604-CSAAA-0028-2023,NO,Baja California,ADQUISICIÓN DE REFACCIONES PARA EQUIPOS MOTRICES DE EVAPORADORES C.T. PRESIDENTE JUÁREZ,Concurso simplificado,Adquisición por Abastecimientos,04-09-2023,Adjudicado,"ALS INDTECH SA DE CV,BERATERIN SA DE CV,BMS COMPONENTES Y EQUIPOS INDUSTRIALES SA DE CV,DISTRIBUIDORA DE BALEROS DEL SURESTE SA DE CV,","$1,031,411.00"
CFE-0604-CSAAN-0037-2023,NO,Baja California,RECUBRIMIENTOS PARA TRABAJOS DE MANTENIMIENTOS A LAS INSTALACIONES Y EQUIPOS DE LA CTPJ-TERCER EVENTO,Concurso simplificado,Adquisición por Abastecimientos,28-08-2023,Adjudicado,"DISTRIBUIDORA ARCOS IRIS 2000 SA DE CV,LA FERRETERIA DE ROSARITO S DE RL DE CV,","$394,483.60"
CFE-0604-CSAAN-0036-2023,NO,Baja California,HERRAMIENTA PARA EL DEPARTAMENTO CIVIL DE LA CENTRAL TERMOELÉCTRICA PRESIDENTE JUÁREZ-SEGUNDO EVENTO,Concurso simplificado,Adquisición por Abastecimientos,23-08-2023,Adjudicado,"CLAVOS DE MEXICALI S DE RL DE CV, LA FERRETERIA DE ROSARITO S DE RL DE CV","$330,718.56"
CFE-0604-CSAAN-0035-2023,NO,Baja California,ADQUISICIÓN DE REFACCIONES Y MATERIALES CONSUMIBLES PARA EL MANTENIMIENTO RUTINARIO DE LA DRAGA MARINA PD-14S DE LA C.C.C. PRESIDENTE JUÁREZ,Concurso simplificado,Adquisición por Abastecimientos,22-08-2023,Adjudicado,"AUTOSERVICIO CORDOVA SA DE CV,COMERCIALIZADORA DE SERVICIOS INDUSTRIALES Y SUMINISTROS FH SA D,INTEGRADORA DE SERVICIOS Y ADQUISICIONES DE MEXICO SA DE CV,MAYOREO ELECTROMECANICO SA DE CV,TOOLS AND METALS SUPPLY DE MEXICO S DE RL DE CV,","$601,088.50"
CFE-0604-CSSAN-0040-2023,NO,Baja California,SERVICIO DE MANTENIMIENTO Y ADQUISICIÓN DE REFACCIONES A EVAPORADORES DE LA C.T. PRESIDENTE JUÁREZ,Concurso simplificado,Servicio por Abastecimiento,22-08-2023,Adjudicado,"CR SERVICIOS INDUSTRIALES SA DE CV,","$1,875,000.00"
CFE-0604-CSSAN-0039-2023,NO,Baja California,"SERVICIO DE CORRECCIÓN DE FUGAS DE VAPOR EN VIVO DE LAS UNIDADES 8, 9, 10 Y 11 DE CICLO COMBINADO PRESIDENTE JUÁREZ",Concurso simplificado,Servicio por Abastecimiento,21-08-2023,Desierto,,$0.00
CFE-0604-CSAAN-0034-2023,NO,Baja California,ADQUISICIÓN DE REFACCIONAMIENTO Y CONSUMIBLES PYC DE LA C.T. PRESIDENTE JUÁREZ,Concurso simplificado,Adquisición por Abastecimientos,21-08-2023,Adjudicado,"ALS INDTECH SA DE CV,SOLUCIONES ELECTRO CONTROL INDUSTRIAL SA DE CV,TOUCH TEAM SA DE CV,UNITEL COMUNICACIONES SA DE CV,","$336,285.34"
CFE-0604-CSAAA-0027-2023,NO,Baja California,ADQUISICIÓN DE HERRAMIENTA PARA DEPARTAMENTO QUÍMICO-AMBIENTAL- SEGUNDO EVENTO,Concurso simplificado,Adquisición por Abastecimientos,17-08-2023,Adjudicado,"GRUPO FERRETERIA CALZADA SA DE CV,INTEGRADORA DE SERVICIOS Y ADQUISICIONES DE MEXICO SA DE CV,PROVEEDORES INDUSTRIALES DE EQUIPOS Y REFACCIONES UNIVERSALES SA,","$111,834.30"
CFE-0604-CSAAA-0026-2023,NO,Baja California,ADQUISICION DE REFACCIONES PARA UNIDAD 1 CTG CIPRES-SEGUNDO EVENTO,Concurso simplificado,Adquisición por Abastecimientos,16-08-2023,Adjudicado,"PROVEEDORES INDUSTRIALES DE EQUIPOS Y REFACCIONES UNIVERSALES SA,","$150,000.00"
CFE-0604-ADAAN-0001-2023,NO,Baja California,ADQUISICIÓN DE BUJES Y MANGAS PARA BOMBA DE CIRCULACIÓN 20 DE UNIDAD 10 Y 11 DE LA C.C.C. PRESIDENTE JUÁREZ,Adjudicación directa,Adquisición por Abastecimientos,14-08-2023,Adjudicado,"WILCOX MACHINE CO. MEXICO SA DE CV,","$256,538.00"
CFE-0604-CSAAN-0033-2023,NO,Baja California,ADQUISICIÓN DE SISTEMA DE ALIMENTACIÓN ININTERRUMPIBLE,Concurso simplificado,Adquisición por Abastecimientos,11-08-2023,Adjudicado,"TOUCH TEAM SA DE CV,","$846,986.98"
CFE-0604-CSAAN-0032-2023,NO,Baja California,RECUBRIMIENTOS PARA TRABAJOS DE MANTENIMIENTOS A LAS INSTALACIONES Y EQUIPOS DE LA CTPJ-SEGUNDO EVENTO,Concurso simplificado,Adquisición por Abastecimientos,07-08-2023,Desierto,,$0.00
CFE-0604-CSAAN-0031-2023,NO,Baja California,PAPELERÍA PARA LA C.T. PRESIDENTE JUÁREZ 2023-SEGUNDO EVENTO,Concurso simplificado,Adquisición por Abastecimientos,07-08-2023,Adjudicado,"CENTRO INTEGRAL DE SERVICIOS IMPRESOS Y GRAFICOS S DE RL DE CV,","$277,058.15"
CFE-0604-CSSAN-0038-2023,NO,Baja California,SERVICIO DE MANTENIMIENTO PREVENTIVO CORRECTIVO A ELEVADORES DE LA C.C.C. Y C.T. PRESIDENTE JUÁREZ,Concurso simplificado,Servicio por Abastecimiento,04-08-2023,Adjudicado,"PROVEEDORES INDUSTRIALES DE B C S DE RL DE CV,","$1,757,500.00"
CFE-0604-CSAAN-0030-2023,NO,Baja California,ADQUISICIÓN E INSTALACIÓN DE JUNTA DE EXPANSIÓN PARA ESCAPE DE TURBINA DE GAS UNIDAD 8,Concurso simplificado,Adquisición por Abastecimientos,02-08-2023,Adjudicado,"PROVEEDORA IBEROAMERICANA DE SERVICIOS Y REPRESENTACIONES COMERC,","$493,245.09"
CFE-0604-CSAAA-0025-2023,NO,Baja California,ADQUISICIÓN DE HERRAMIENTAS PARA DEPARTAMENTO QUÍMICO-AMBIENTAL,Concurso simplificado,Adquisición por Abastecimientos,02-08-2023,Adjudicado,"GRUPO FERRETERIA CALZADA SA DE CV,GRUPO SWICCH SA DE CV,INTEGRADORA DE SERVICIOS Y ADQUISICIONES DE MEXICO SA DE CV,","$76,727.70"
CFE-0604-CSAAA-0024-2023,NO,Baja California,ADQUISICIÓN DE REFACCIONES PARA UNIDAD 1 CTG CIPRES,Concurso simplificado,Adquisición por Abastecimientos,02-08-2023,Adjudicado,"PROVEEDORES INDUSTRIALES DE EQUIPOS Y REFACCIONES UNIVERSALES SA,","$959,481.12"
CFE-0604-CSAAN-0029-2023,NO,Baja California,ADQUISICIÓN DE ESCALERAS CON RUEDAS Y ANGULO DE SEGURIDAD PARA LAS UNIDADES GENERADORAS DE LAS CENTRALES DEL COMPLEJO RESIDENTE JUÁREZ,Concurso simplificado,Adquisición por Abastecimientos,01-08-2023,Adjudicado,"ALS INDTECH SA DE CV,","$317,864.00"
CFE-0604-CSAAA-0023-2023,NO,Baja California,ADQUISICIÓN DE EQUIPO DE ANÁLISIS DE ACEITE LUBRICACIÓN Y CONTROL DE C.C.C. PRESIDENTE JUAREZ,Concurso simplificado,Adquisición por Abastecimientos,01-08-2023,Adjudicado,"CARFOX INDUSTRIAL SA DE CV,","$613,727.88"
CFE-0604-CSAAN-0028-2023,NO,Baja California,ADQUISICIÓN DE RECUBRIMIENTOS PARA TRABAJOS DE MANTENIMIENTOS A LAS INSTALACIONES Y EQUIPOS DE LA CTPJ,Concurso simplificado,Adquisición por Abastecimientos,21-07-2023,Adjudicado,GENERAL PAINT SA DE CV,"$94,946.35"
CFE-0604-CSSAN-0037-2023,NO,Baja California,SERVICIO DE RECOLECCIÓN DE BASURA DE LOS CONTENEDORES METÁLICOS DENTRO DE LAS INSTALACIONES DE LA CTPJ EPS III,Concurso simplificado,Servicio por Abastecimiento,21-07-2023,Desierto,,$0.00
CFE-0604-CSAAN-0027-2023,NO,Baja California,ADQUISICIÓN DE HERRAMIENTA PARA EL DEPARTAMENTO CIVIL DE LA CENTRAL TERMOÈLECTRICA PRESIDENTE JUÁREZ,Concurso simplificado,Adquisición por Abastecimientos,21-07-2023,Adjudicado,"GRUPO REOC SA DE CV, DURPLATE S DE RL DE CV, INTEGRADORA DE SERVICIOS Y ADQUISICIONES DE MEXICO SA DE CV, BOGA DE OCCIDENTE SA DE CV","$302,833.04"
